agency_cd,site_no,datetime,64607_00010_00001,64607_00010_00001_cd,64608_00010_00002,64608_00010_00002_cd,Mean Water Temp (C),Mean Water Temp (C)_cd,64610_00095_00001,64610_00095_00001_cd,64611_00095_00002,64611_00095_00002_cd,Mean Specific Conductance ,Mean Specific Conductance _cd,,,,,,
USGS,1168250,4/27/2023,8.7,P,4.9,P,6.7,P,111,P,97,P,104,P,,,,,,
USGS,1168250,4/28/2023,9.3,P,4.6,P,7.1,P,105,P,103,P,104,P,,,,,,
USGS,1168250,4/29/2023,7.6,P,6.1,P,6.9,P,132,P,98,P,109,P,,,,,,
USGS,1168250,4/30/2023,6.9,P,6.2,P,6.6,P,115,P,95,P,106,P,,,,,,
USGS,1168250,5/1/2023,7.6,P,5.7,P,6.8,P,100,P,63,P,70,P,,,,,,
USGS,1168250,5/2/2023,7.3,P,5.4,P,6.3,P,90,P,76,P,84,P,,,,,,
USGS,1168250,5/3/2023,7,P,5.7,P,6.3,P,95,P,86,P,90,P,,,,,,
USGS,1168250,5/4/2023,7.2,P,5.5,P,6.3,P,102,P,89,P,94,P,,,,,,
USGS,1168250,5/5/2023,8.2,P,5.7,P,6.8,P,99,P,90,P,94,P,,,,,,
USGS,1168250,5/6/2023,10.9,P,5.2,P,7.9,P,98,P,96,P,97,P,,,,,,
USGS,1168250,5/7/2023,12,P,6.8,P,9.4,P,100,P,98,P,99,P,,,,,,
USGS,1168250,5/8/2023,12.4,P,8.7,P,10.2,P,103,P,100,P,103,P,,,,,,
USGS,1168250,5/9/2023,11.5,P,6.7,P,8.8,P,105,P,103,P,104,P,,,,,,
USGS,1168250,5/10/2023,11.8,P,5.9,P,8.8,P,108,P,104,P,107,P,,,,,,
USGS,1168250,5/11/2023,13.9,P,7.6,P,10.5,P,111,P,107,P,109,P,,,,,,
USGS,1168250,5/12/2023,15.7,P,9.3,P,12.1,P,117,P,109,P,113,P,,,,,,
USGS,1168250,5/13/2023,15.9,P,10.6,P,12.5,P,118,P,113,P,116,P,,,,,,
USGS,1168250,5/14/2023,12.8,P,8.5,P,10.2,P,120,P,115,P,117,P,,,,,,
USGS,1168250,5/15/2023,13.1,P,6.8,P,9.6,P,122,P,117,P,119,P,,,,,,
USGS,1168250,5/16/2023,14.3,P,8.8,P,11.1,P,125,P,119,P,122,P,,,,,,
USGS,1168250,5/17/2023,12.5,P,6.7,P,9.7,P,128,P,121,P,124,P,,,,,,
USGS,1168250,5/18/2023,12.2,P,5.1,P,8.1,P,129,P,125,P,127,P,,,,,,
USGS,1168250,5/19/2023,13.1,P,6.8,P,9.6,P,132,P,126,P,129,P,,,,,,
USGS,1168250,5/20/2023,11.1,P,8.5,P,10,P,174,P,91,P,126,P,,,,,,
USGS,1168250,5/21/2023,11.2,P,9.4,P,10.2,P,98,P,92,P,95,P,,,,,,
USGS,1168250,5/22/2023,12.1,P,8.6,P,10.4,P,107,P,98,P,102,P,,,,,,
USGS,1168250,5/23/2023,13.7,P,8.9,P,11.2,P,114,P,107,P,111,P,,,,,,
USGS,1168250,5/24/2023,13.8,P,9.6,P,11.2,P,128,P,113,P,118,P,,,,,,
USGS,1168250,5/25/2023,12.8,P,7.8,P,9.9,P,134,P,124,P,128,P,,,,,,
USGS,1168250,5/26/2023,13.3,P,6.9,P,9.7,P,129,P,123,P,126,P,,,,,,
USGS,1168250,5/27/2023,14.6,P,7.6,P,10.9,P,133,P,124,P,128,P,,,,,,
USGS,1168250,5/28/2023,16.8,P,9.7,P,12.9,P,137,P,126,P,131,P,,,,,,
USGS,1168250,5/29/2023,17.6,P,11.3,P,13.8,P,137,P,119,P,134,P,,,,,,
USGS,1168250,5/30/2023,17.1,P,10.1,P,13.1,P,138,P,133,P,135,P,,,,,,
USGS,1168250,5/31/2023,18.2,P,10.5,P,13.8,P,140,P,135,P,137,P,,,,,,
USGS,1168250,6/1/2023,19.5,P,11.8,P,15.1,P,141,P,138,P,139,P,,,,,,
USGS,1168250,6/2/2023,17.4,P,13.5,P,14.8,P,155,P,109,P,136,P,,,,,,
USGS,1168250,6/3/2023,13.8,P,11,P,12.7,P,192,P,140,P,157,P,,,,,,
USGS,1168250,6/4/2023,11.4,P,10,P,10.6,P,143,P,138,P,140,P,,,,,,
USGS,1168250,6/5/2023,13.4,P,9.6,P,11.1,P,146,P,139,P,142,P,,,,,,
USGS,1168250,6/6/2023,14.7,P,9.8,P,11.5,P,146,P,139,P,143,P,,,,,,
USGS,1168250,6/7/2023,11.3,P,10.1,P,10.6,P,150,P,141,P,144,P,,,,,,
USGS,1168250,6/8/2023,13.3,P,9.9,P,10.9,P,157,P,147,P,151,P,,,,,,
USGS,1168250,6/9/2023,13.1,P,9.4,P,10.8,P,158,P,150,P,155,P,,,,,,
USGS,1168250,6/10/2023,14.6,P,9.6,P,11.7,P,166,P,158,P,161,P,,,,,,
USGS,1168250,6/11/2023,16.1,P,9.9,P,12.8,P,165,P,156,P,160,P,,,,,,
USGS,1168250,6/12/2023,16.7,P,12.5,P,14.3,P,159,P,148,P,153,P,,,,,,
USGS,1168250,6/13/2023,15.6,P,13,P,14.3,P,239,P,141,P,188,P,,,,,,
USGS,1168250,6/14/2023,14.6,P,11.6,P,12.9,P,210,P,124,P,171,P,,,,,,
USGS,1168250,6/15/2023,15.2,P,12.3,P,13.5,P,151,P,137,P,144,P,,,,,,
USGS,1168250,6/16/2023,14.5,P,12.4,P,13.4,P,149,P,140,P,144,P,,,,,,
USGS,1168250,6/17/2023,13.6,P,12.3,P,12.8,P,217,P,118,P,139,P,,,,,,
USGS,1168250,6/18/2023,13.8,P,12,P,12.7,P,128,P,123,P,125,P,,,,,,
USGS,1168250,6/19/2023,15.5,P,10.6,P,12.8,P,136,P,125,P,131,P,,,,,,
USGS,1168250,6/20/2023,17.3,P,12.5,P,14.3,P,151,P,133,P,140,P,,,,,,
USGS,1168250,6/21/2023,17.4,P,13.3,P,14.9,P,154,P,143,P,148,P,,,,,,
USGS,1168250,6/22/2023,16.6,P,11.6,P,14,P,157,P,148,P,152,P,,,,,,
USGS,1168250,6/23/2023,16.1,P,12.8,P,14.6,P,158,P,151,P,154,P,,,,,,
USGS,1168250,6/24/2023,15.6,P,14.5,P,14.9,P,199,P,89,P,133,P,,,,,,
USGS,1168250,6/25/2023,17.2,P,14.3,P,15.4,P,105,P,91,P,99,P,,,,,,
USGS,1168250,6/26/2023,16.4,P,14.9,P,15.6,P,126,P,80,P,106,P,,,,,,
USGS,1168250,6/27/2023,15.2,P,14.4,P,14.8,P,96,P,70,P,79,P,,,,,,
USGS,1168250,6/28/2023,15.5,P,14.2,P,14.8,P,105,P,81,P,90,P,,,,,,
USGS,1168250,6/29/2023,15.8,P,14,P,14.7,P,104,P,95,P,98,P,,,,,,
USGS,1168250,6/30/2023,16.2,P,13.3,P,14.9,P,111,P,104,P,108,P,,,,,,
USGS,1168250,7/1/2023,17.4,P,14.1,P,15.7,P,121,P,111,P,118,P,,,,,,
USGS,1168250,7/2/2023,15.6,P,14.7,P,15.1,P,140,P,87,P,108,P,,,,,,
USGS,1168250,7/3/2023,15.9,P,14.6,P,15.2,P,87,P,60,P,69,P,,,,,,
USGS,1168250,7/4/2023,16.2,P,14.8,P,15.4,P,111,P,64,P,76,P,,,,,,
USGS,1168250,7/5/2023,17.7,P,14.5,P,16.2,P,86,P,65,P,75,P,,,,,,
USGS,1168250,7/6/2023,18.6,P,15.6,P,17,P,104,P,66,P,88,P,,,,,,
USGS,1168250,7/7/2023,17.4,P,15.8,P,16.7,P,87,P,74,P,80,P,,,,,,
USGS,1168250,7/8/2023,18.7,P,16.2,P,17.3,P,95,P,87,P,91,P,,,,,,
USGS,1168250,7/9/2023,17.9,P,16.7,P,17.2,P,107,P,64,P,99,P,,,,,,
USGS,1168250,7/10/2023,17.2,P,15.6,P,16.3,P,76,P,35,P,47,P,,,,,,
USGS,1168250,7/11/2023,17.4,P,15.1,P,16.3,P,69,P,51,P,61,P,,,,,,
USGS,1168250,7/12/2023,18,P,15.6,P,16.6,P,81,P,69,P,76,P,,,,,,
USGS,1168250,7/13/2023,18,P,15.5,P,16.8,P,95,P,59,P,82,P,,,,,,
USGS,1168250,7/14/2023,17.6,P,16,P,16.8,P,78,P,69,P,73,P,,,,,,
USGS,1168250,7/15/2023,18.4,P,16.4,P,17.4,P,87,P,78,P,83,P,,,,,,
USGS,1168250,7/16/2023,17.9,P,17.2,P,17.6,P,106,P,67,P,82,P,,,,,,
USGS,1168250,7/17/2023,18.3,P,16.6,P,17.5,P,85,P,67,P,71,P,,,,,,
USGS,1168250,7/18/2023,18.8,P,16.4,P,17.5,P,107,P,72,P,82,P,,,,,,
USGS,1168250,7/19/2023,18.4,P,16.1,P,17.1,P,108,P,83,P,85,P,,,,,,
USGS,1168250,7/20/2023,17.8,P,14.7,P,16.2,P,92,P,86,P,90,P,,,,,,
USGS,1168250,7/21/2023,17.7,P,15.5,P,16.4,P,119,P,92,P,103,P,,,,,,
USGS,1168250,7/22/2023,17.8,P,15.5,P,16.5,P,103,P,96,P,98,P,,,,,,
USGS,1168250,7/23/2023,18.2,P,14.1,P,16,P,105,P,97,P,102,P,,,,,,
USGS,1168250,7/24/2023,18.7,P,14.9,P,16.5,P,116,P,102,P,109,P,,,,,,
USGS,1168250,7/25/2023,19.4,P,15.6,P,17.1,P,120,P,107,P,117,P,,,,,,
USGS,1168250,7/26/2023,19.8,P,15.6,P,17.5,P,126,P,113,P,121,P,,,,,,
USGS,1168250,7/27/2023,19.1,P,16.8,P,17.9,P,173,P,113,P,124,P,,,,,,
USGS,1168250,7/28/2023,21.3,P,17.9,P,19.3,P,130,P,114,P,117,P,,,,,,
USGS,1168250,7/29/2023,20.1,P,17.5,P,18.9,P,157,P,95,P,115,P,,,,,,
USGS,1168250,7/30/2023,17.8,P,15.3,P,16.5,P,97,P,92,P,94,P,,,,,,
USGS,1168250,7/31/2023,17.5,P,14,P,15.6,P,110,P,97,P,106,P,,,,,,
USGS,1168250,8/1/2023,17,P,13.4,P,14.9,P,122,P,109,P,117,P,,,,,,
USGS,1168250,8/2/2023,16.6,P,12.1,P,14.2,P,131,P,116,P,121,P,,,,,,
USGS,1168250,8/3/2023,17.7,P,12.7,P,15,P,134,P,122,P,127,P,,,,,,
USGS,1168250,8/4/2023,16.5,P,14.8,P,15.6,P,174,P,117,P,129,P,,,,,,
USGS,1168250,8/5/2023,18.4,P,15.2,P,16.4,P,122,P,117,P,120,P,,,,,,
USGS,1168250,8/6/2023,18.6,P,13.9,P,15.9,P,131,P,119,P,125,P,,,,,,
USGS,1168250,8/7/2023,15.8,P,14.6,P,15.1,P,170,P,118,P,136,P,,,,,,
USGS,1168250,8/8/2023,17.4,P,15.8,P,16.6,P,149,P,130,P,138,P,,,,,,
USGS,1168250,8/9/2023,17.7,P,16,P,16.7,P,134,P,118,P,125,P,,,,,,
USGS,1168250,8/10/2023,16.8,P,15.2,P,16.2,P,128,P,118,P,125,P,,,,,,
USGS,1168250,8/11/2023,18.3,P,15.3,P,16.5,P,136,P,128,P,133,P,,,,,,
USGS,1168250,8/12/2023,17.2,P,13.8,P,15.6,P,142,P,132,P,136,P,,,,,,
USGS,1168250,8/13/2023,18.7,P,16,P,16.9,P,160,P,134,P,142,P,,,,,,
USGS,1168250,8/14/2023,19,P,16.1,P,17.2,P,144,P,137,P,140,P,,,,,,
USGS,1168250,8/15/2023,16.9,P,16.1,P,16.4,P,168,P,95,P,113,P,,,,,,
USGS,1168250,8/16/2023,17,P,15.9,P,16.4,P,109,P,96,P,105,P,,,,,,
USGS,1168250,8/17/2023,17.2,P,16.4,P,16.7,P,117,P,107,P,111,P,,,,,,
USGS,1168250,8/18/2023,17.2,P,15.2,P,16.5,P,115,P,66,P,85,P,,,,,,
USGS,1168250,8/19/2023,15.2,P,14.3,P,14.6,P,92,P,78,P,86,P,,,,,,
USGS,1168250,8/20/2023,16.7,P,14,P,15.2,P,100,P,92,P,96,P,,,,,,
USGS,1168250,8/21/2023,17.8,P,15.2,P,16.4,P,110,P,100,P,107,P,,,,,,
USGS,1168250,8/22/2023,17.2,P,13.8,P,15.3,P,116,P,110,P,114,P,,,,,,
USGS,1168250,8/23/2023,17,P,12.8,P,14.5,P,126,P,113,P,120,P,,,,,,
USGS,1168250,8/24/2023,14.9,P,12.8,P,14,P,131,P,118,P,123,P,,,,,,
USGS,1168250,8/25/2023,16.2,P,14.3,P,15.4,P,146,P,113,P,126,P,,,,,,
USGS,1168250,8/26/2023,17.7,P,15.9,P,16.6,P,114,P,101,P,105,P,,,,,,
USGS,1168250,8/27/2023,17.2,P,15.3,P,16,P,121,P,110,P,115,P,,,,,,
USGS,1168250,8/28/2023,17.3,P,14.6,P,15.8,P,147,P,108,P,121,P,,,,,,
USGS,1168250,8/29/2023,18.3,P,15.7,P,16.7,P,147,P,114,P,122,P,,,,,,
USGS,1168250,8/30/2023,17.4,P,15.7,P,16.6,P,122,P,79,P,95,P,,,,,,
USGS,1168250,8/31/2023,15.8,P,13.2,P,14.7,P,94,P,84,P,89,P,,,,,,
USGS,1168250,9/1/2023,15.3,P,11.7,P,13.5,P,104,P,94,P,101,P,,,,,,
USGS,1168250,9/2/2023,15.7,P,12.1,P,14,P,115,P,103,P,111,P,,,,,,
USGS,1168250,9/3/2023,17.7,P,14.3,P,15.9,P,125,P,109,P,119,P,,,,,,
USGS,1168250,9/4/2023,18.4,P,14.9,P,16.5,P,129,P,118,P,124,P,,,,,,
USGS,1168250,9/5/2023,20.1,P,16,P,17.7,P,134,P,123,P,128,P,,,,,,
USGS,1168250,9/6/2023,21,P,16.7,P,18.4,P,136,P,126,P,130,P,,,,,,
USGS,1168250,9/7/2023,21.3,P,17,P,18.7,P,136,P,99,P,129,P,,,,,,
USGS,1168250,9/8/2023,20.3,P,17.2,P,18.3,P,158,P,88,P,133,P,,,,,,
USGS,1168250,9/9/2023,18.7,P,16.6,P,17.7,P,104,P,95,P,98,P,,,,,,
USGS,1168250,9/10/2023,18.2,P,17.1,P,17.6,P,120,P,93,P,102,P,,,,,,
USGS,1168250,9/11/2023,18,P,17,P,17.4,P,105,P,100,P,101,P,,,,,,
USGS,1168250,9/12/2023,18.8,P,16.4,P,17.4,P,111,P,104,P,107,P,,,,,,
USGS,1168250,9/13/2023,16.6,P,15.7,P,16.1,P,142,P,107,P,117,P,,,,,,
USGS,1168250,9/14/2023,16.1,P,13.6,P,14.9,P,112,P,106,P,107,P,,,,,,
USGS,1168250,9/15/2023,14.1,P,12.1,P,13.2,P,115,P,106,P,112,P,,,,,,
USGS,1168250,9/16/2023,14.3,P,12.5,P,13.3,P,123,P,112,P,118,P,,,,,,
USGS,1168250,9/17/2023,15.5,P,12.5,P,13.7,P,128,P,116,P,122,P,,,,,,
USGS,1168250,9/18/2023,14.3,P,13.5,P,13.9,P,144,P,73,P,112,P,,,,,,
USGS,1168250,9/19/2023,14,P,13.1,P,13.6,P,79,P,67,P,72,P,,,,,,
USGS,1168250,9/20/2023,13.8,P,11.8,P,12.9,P,90,P,79,P,85,P,,,,,,
USGS,1168250,9/21/2023,13.2,P,10.4,P,11.9,P,98,P,89,P,94,P,,,,,,
USGS,1168250,9/22/2023,13.2,P,10.3,P,11.9,P,104,P,97,P,102,P,,,,,,
USGS,1168250,9/23/2023,11.8,P,11.1,P,11.4,P,110,P,102,P,108,P,,,,,,
USGS,1168250,9/24/2023,11.7,P,10.8,P,11.3,P,118,P,107,P,113,P,,,,,,
USGS,1168250,9/25/2023,12.1,P,11.2,P,11.6,P,115,P,106,P,110,P,,,,,,
USGS,1168250,9/26/2023,12.5,P,10.1,P,11.3,P,110,P,106,P,109,P,,,,,,
USGS,1168250,9/27/2023,11.8,P,8.5,P,10.1,P,114,P,109,P,111,P,,,,,,
USGS,1168250,9/28/2023,11.7,P,8.2,P,10,P,119,P,112,P,116,P,,,,,,
USGS,1168250,9/29/2023,10.9,P,10.2,P,10.5,P,143,P,94,P,111,P,,,,,,
USGS,1168250,9/30/2023,12,P,10.8,P,11.4,P,96,P,94,P,95,P,,,,,,
USGS,1168250,10/1/2023,13.4,P,10.6,P,12.1,P,102,P,95,P,98,P,,,,,,
USGS,1168250,10/2/2023,14.1,P,11.7,P,12.6,P,108,P,101,P,106,P,,,,,,
USGS,1168250,10/3/2023,14.6,P,11,P,12.8,P,115,P,108,P,113,P,,,,,,
USGS,1168250,10/4/2023,15.6,P,12.4,P,13.9,P,120,P,114,P,117,P,,,,,,
USGS,1168250,10/5/2023,15.6,P,12.6,P,13.9,P,126,P,117,P,122,P,,,,,,
USGS,1168250,10/6/2023,13.9,P,12.7,P,13.4,P,129,P,120,P,125,P,,,,,,
USGS,1168250,10/7/2023,14.9,P,12.1,P,13.9,P,140,P,55,P,112,P,,,,,,
USGS,1168250,10/8/2023,12.1,P,10.5,P,11.4,P,82,P,55,P,67,P,,,,,,
USGS,1168250,10/9/2023,10.7,P,9.4,P,10.1,P,82,P,77,P,79,P,,,,,,
USGS,1168250,10/10/2023,10.4,P,8.6,P,9.6,P,88,P,82,P,86,P,,,,,,
USGS,1168250,10/11/2023,10.9,P,9.4,P,10.1,P,93,P,88,P,91,P,,,,,,
USGS,1168250,10/12/2023,11.1,P,9.4,P,10.3,P,96,P,93,P,94,P,,,,,,
USGS,1168250,10/13/2023,10.1,P,8.2,P,9.1,P,99,P,96,P,97,P,,,,,,
USGS,1168250,10/14/2023,9.4,P,7.7,P,8.6,P,101,P,99,P,100,P,,,,,,
USGS,1168250,10/15/2023,9,P,7.8,P,8.5,P,103,P,101,P,102,P,,,,,,
USGS,1168250,10/16/2023,9.7,P,8.2,P,8.8,P,111,P,103,P,104,P,,,,,,
USGS,1168250,10/17/2023,9.4,P,7.4,P,8.5,P,112,P,106,P,107,P,,,,,,
USGS,1168250,10/18/2023,10,P,8.7,P,9.2,P,108,P,106,P,107,P,,,,,,
USGS,1168250,10/19/2023,10.1,P,7.8,P,9,P,109,P,107,P,108,P,,,,,,
USGS,1168250,10/20/2023,10.6,P,8.8,P,9.7,P,138,P,99,P,112,P,,,,,,
