site_no,Date,Mean Water Temp (C),Mean Specific Conductance,Turbidity (FNU),pH,normalized_turbidity,normalized_water_temp,normalized_specific_conductance,distance_from_mean,normalized_pH,cwi,cwi_100
1095220.0,5/9/2023,15.5,138.0,,7.291855359192823,,5.94820717131474,0.4732189287571502,0.2062481764931822,9.1771348666304,5.306475586388475,48
1095220.0,5/10/2023,14.7,142.0,,6.461694993244556,,5.661354581673306,0.4940197607904316,1.0364085424414498,5.85846724683116,4.2412911086090155,36
1095220.0,5/11/2023,15.1,148.0,,6.8281123031869,,5.804780876494023,0.5252210088403536,0.6699912324991049,7.323265268657439,4.730187883496809,41
1095220.0,5/12/2023,16.0,153.0,,7.636680973244733,,6.127490039840638,0.5512220488819553,0.1385774375587276,9.447656923959812,5.482889723600779,50
1095220.0,5/13/2023,17.4,154.0,,7.727542533305143,,6.629482071713147,0.5564222568902756,0.2294389976191375,9.08442672215117,5.595734881888905,51
1095220.0,5/14/2023,16.6,163.0,,7.574211380804452,,6.342629482071714,0.6032241289651586,0.0761078451184467,9.69738676190119,5.661301461135407,52
1095220.0,5/15/2023,15.4,167.0,,6.615561756550532,,5.912350597609562,0.62402496099844,0.8825417791354733,6.473568456298776,4.56174837534616,40
1095220.0,5/16/2023,15.4,170.0,,8.327976453902663,,5.912350597609562,0.6396255850234009,0.8298729182166573,6.68411867101943,4.62636290070205,40
1095220.0,5/17/2023,14.8,174.0,,6.547360268838026,,5.697211155378486,0.6604264170566823,0.9507432668479794,6.20092466580043,4.402047947407098,38
1095220.0,5/18/2023,13.8,180.0,,8.717179543111456,,5.338645418326694,0.6916276651066043,1.2190760074254507,5.128231709097728,3.9508078576269643,33
1095220.0,5/19/2023,14.2,181.0,,6.862717799095159,,5.48207171314741,0.6968278731149246,0.6353857365908464,7.461604971982892,4.680440118519694,41
1095220.0,5/20/2023,13.9,183.0,,7.541122032955893,,5.374501992031872,0.7072282891315652,0.0430184972698874,9.829665477881386,5.313899072874504,48
1095220.0,5/21/2023,15.2,128.0,,7.615786588428533,,5.840637450199203,0.421216848673947,0.1176830527425281,9.531184783358327,5.346673659237451,48
1095220.0,5/22/2023,16.2,120.0,,8.334617234318738,,6.199203187250996,0.3796151846073842,0.8365136986327331,6.657571338912273,4.667426086970329,41
1095220.0,5/23/2023,16.3,127.0,,7.863761186596206,,6.235059760956176,0.4160166406656266,0.3656576509102009,8.539875991433819,5.230994935295346,47
1095220.0,5/24/2023,16.2,134.0,,8.352023823982838,,6.199203187250996,0.4524180967238689,0.8539202882968331,6.587986367310556,4.668345498545977,41
1095220.0,5/25/2023,16.1,137.0,,6.6078412541301,,6.1633466135458175,0.46801872074883,0.8902622815559056,6.442704803392385,4.615926698417127,40
1095220.0,5/26/2023,15.6,142.0,,8.089211884705687,,5.98406374501992,0.4940197607904316,0.5911083490196818,7.6386092454329715,4.888207035358081,43
1095220.0,5/27/2023,16.1,148.0,,7.403690383074013,,6.1633466135458175,0.5252210088403536,0.0944131526119917,9.62420905583243,5.5412714242832894,50
1095220.0,5/28/2023,17.7,149.0,,9.225791407787026,,6.7370517928286855,0.5304212168486739,1.7276878721010211,3.094993559482533,3.9231407044497817,32
1095220.0,5/29/2023,18.3,167.0,,7.206751448344884,,6.952191235059761,0.62402496099844,0.2913520873411208,8.836921571905446,5.682638110141008,52
1095220.0,5/30/2023,17.3,178.0,,5.841074506547878,,6.5936254980079685,0.6812272490899636,1.657029029138127,3.3774609282126464,3.985464692661304,33
1095220.0,5/31/2023,17.6,187.0,,8.07739831865496,,6.701195219123507,0.7280291211648465,0.5792947829689554,7.685835420922718,5.275902105935093,48
1095220.0,6/1/2023,18.9,193.0,,7.360867533810069,,7.1673306772908365,0.7592303692147685,0.1372360018759364,9.453019477205096,5.989498817816035,55
1095220.0,6/2/2023,19.8,203.0,,8.661742347359667,,7.490039840637451,0.8112324492979719,1.1636388116736611,5.349848680974943,4.970325968922598,44
1095220.0,6/3/2023,17.3,202.0,,8.805093742871733,,6.5936254980079685,0.8060322412896516,1.306990207185728,4.776783940651534,4.420929836843754,38
1095220.0,6/4/2023,15.1,190.0,,7.868949168640058,,5.804780876494023,0.7436297451898076,0.3708456329540528,8.519136398546408,5.134267845279215,46
1095220.0,6/5/2023,14.9,188.0,,7.612452252337892,,5.733067729083665,0.7332293291731669,0.1143487166518868,9.54451419978367,5.393527177880667,49
1095220.0,6/6/2023,15.3,187.0,,9.353064195013586,,5.876494023904384,0.7280291211648465,1.8549606593275805,2.58620502274251,3.4654214799325525,27
1095220.0,6/7/2023,15.1,186.0,,5.607263569279694,,5.804780876494023,0.7228289131565263,1.8908399664063111,2.442773103432552,3.392220951808604,27
1095220.0,6/8/2023,14.7,181.0,,8.109299227957104,,5.661354581673306,0.6968278731149246,0.6111956922710986,7.558307633418379,4.7849049654409335,42
1095220.0,6/9/2023,14.5,182.0,,6.506091111259688,,5.589641434262948,0.7020280811232449,0.9920124244263172,6.035946159755784,4.320696112078129,37
1095220.0,6/10/2023,14.9,176.0,,6.663697967159425,,5.733067729083665,0.6708268330733229,0.8344055685265799,6.665998846907819,4.553264935316182,39
1095220.0,6/11/2023,16.2,173.0,,8.36784613729248,,6.199203187250996,0.6552262090483619,0.8697426016064744,6.52473473424681,4.7082187783347615,41
1095220.0,6/12/2023,17.9,175.0,,6.8299207913672,,6.808764940239044,0.6656266250650027,0.6681827443188055,7.330494921397959,5.20264827337758,47
1095220.0,6/13/2023,19.2,179.0,,8.529250540665576,,7.274900398406374,0.686427457098284,1.0311470049795703,5.879500886500471,4.9937939832023766,44
1095220.0,6/14/2023,19.2,173.0,,7.089813146152851,,7.274900398406374,0.6552262090483619,0.4082903895331542,8.369446403350864,5.696292345716797,52
1095220.0,6/15/2023,18.2,144.0,,8.289528779614965,,6.916334661354582,0.5044201768070723,0.79142524392896,6.837817952446122,5.061925748938591,45
1095220.0,6/16/2023,18.9,142.0,,6.083881696488595,,7.1673306772908365,0.4940197607904316,1.4142218391974106,4.348112373599663,4.455179471521815,38
1095220.0,6/17/2023,18.3,145.0,,7.479629179312736,,6.952191235059761,0.5096203848153926,0.0184743563732689,9.927783683701,5.961625977458867,55
1095220.0,6/18/2023,17.3,123.0,,7.532673896001359,,6.5936254980079685,0.3952158086323453,0.0345703603153539,9.863437938852364,5.756883426999047,53
1095220.0,6/19/2023,17.5,126.0,,7.697325850589237,,6.665338645418327,0.4108164326573063,0.1992223149032321,9.20522160783868,5.6040131453209945,51
1095220.0,6/20/2023,17.6,135.0,,6.670438232277665,,6.701195219123507,0.4576183047321892,0.8276653034083399,6.692943881282249,4.914958575628486,43
1095220.0,6/21/2023,17.9,141.0,,7.970254975906804,,6.808764940239044,0.4888195527821112,0.4721514402207987,8.114154040842857,5.376034572566725,49
1095220.0,6/22/2023,18.3,130.0,,7.805616583399394,,6.952191235059761,0.4316172646905876,0.3075130477133889,8.772316155780764,5.6092057923031415,51
1095220.0,6/23/2023,19.3,135.0,,7.3040611417669155,,7.310756972111554,0.4576183047321892,0.1940423939190898,9.225928975653758,5.899909353872367,54
1095220.0,6/24/2023,19.9,149.0,,7.22335594315428,,7.525896414342629,0.5304212168486739,0.2747475925317255,8.903300071201928,5.920733117018442,55
1095220.0,6/25/2023,20.8,134.0,,7.627855652942967,,7.848605577689243,0.4524180967238689,0.1297521172569622,9.482937221503734,6.202361052788992,58
1095220.0,6/26/2023,21.5,146.0,,9.9735111292717,,8.099601593625497,0.514820592823713,2.475407593585694,0.1058925012285367,3.648604424140142,29
1095220.0,6/27/2023,21.0,125.0,,7.620586743721538,,7.920318725099602,0.4056162246489859,0.1224832080355327,9.511995575351865,6.228025682185788,58
1095220.0,6/28/2023,20.5,109.0,,6.476512160637611,,7.741035856573705,0.3224128965158606,1.021591375048394,5.917700686129734,5.100476390716044,46
1095220.0,6/29/2023,20.1,96.0,,8.285562931555956,,7.597609561752988,0.2548101924076963,0.7874593958699512,6.853671915220462,5.287113271502184,48
1095220.0,6/30/2023,20.7,102.0,,6.159462823227536,,7.812749003984064,0.2860114404576183,1.3386407124584698,4.650257173887678,4.758683462948969,42
1095220.0,7/1/2023,21.4,113.0,,5.976214360991861,,8.063745019920319,0.343213728549142,1.5218891746941443,3.917699028564906,4.673294367712722,41
1095220.0,7/2/2023,20.3,115.0,,7.955972560114161,,7.669322709163347,0.3536141445657826,0.457869024428156,8.171249745200425,5.722527986717495,52
1095220.0,7/3/2023,18.7,78.0,,8.168280209739079,,7.095617529880478,0.1612064482579303,0.6701766740530735,7.322523943359624,5.179187624696649,46
1095220.0,7/4/2023,19.5,81.0,,7.764021835351707,,7.382470119521913,0.1768070722828913,0.2659182996657021,8.93859624955745,5.768316714606633,53
1095220.0,7/5/2023,20.2,71.0,,7.971134733169022,,7.633466135458168,0.1248049921996879,0.4730311974830163,8.11063710356283,5.624468942557078,51
1095220.0,7/6/2023,21.9,79.0,,6.03053865255648,,8.243027888446214,0.1664066562662506,1.4675648831295254,4.134867029807775,4.761661576783814,42
1095220.0,7/7/2023,22.9,91.0,,8.93103678721296,,8.601593625498008,0.2288091523660946,1.432933251526955,4.273311213768526,4.972717372680467,44
1095220.0,7/8/2023,23.3,102.0,,7.277273197104187,,8.745019920318725,0.2860114404576183,0.220830338581818,9.118840889785409,6.434966345920319,60
1095220.0,7/9/2023,23.2,111.0,,5.145827549905287,,8.709163346613545,0.3328133125325013,2.352275985780718,0.5981261666233237,3.9984812854503264,33
1095220.0,7/10/2023,21.7,113.0,,8.348204364097525,,8.171314741035857,0.343213728549142,0.8501008284115192,6.603255125452286,5.486697418730062,50
1095220.0,7/11/2023,20.6,83.0,,6.848648387027443,,7.776892430278885,0.187207488299532,0.6494551486585625,7.405360776073337,5.5022591170832,50
1095220.0,7/12/2023,21.8,89.0,,8.190902253886032,,8.207171314741036,0.2184087363494539,0.6927987182000264,7.232089554434774,5.646072932255938,52
1095220.0,7/13/2023,22.2,101.0,,7.881102555808349,,8.350597609561753,0.2808112324492979,0.3829990201223436,8.470551746567487,6.079216969531262,56
1095220.0,7/14/2023,21.6,103.0,,6.23236494447258,,8.135458167330679,0.2912116484659386,1.2657385912134256,4.941692321980118,4.98174034898345,44
1095220.0,7/15/2023,21.6,97.0,,8.735824621281802,,8.135458167330679,0.2600104004160166,1.2377210855957967,5.053695728182916,5.004826679884272,44
1095220.0,7/16/2023,21.6,92.0,,6.943751519434491,,8.135458167330679,0.234009360374415,0.5543520162515145,7.785547182226601,5.777926798170581,53
1095220.0,7/17/2023,21.7,63.0,,6.678812116374491,,8.171314741035857,0.0832033281331253,0.8192914193115142,6.726419507370882,5.447598556302227,49
1095220.0,7/18/2023,22.3,78.0,,7.539765179547257,,8.386454183266933,0.1612064482579303,0.0416616438612518,9.835089665371848,6.450279253865766,61
1095220.0,7/19/2023,21.8,83.0,,7.617893389694694,,8.207171314741036,0.187207488299532,0.1197898540086885,9.522762587563214,6.29163629942123,59
1095220.0,7/20/2023,21.3,89.0,,9.602943124524256,,8.02788844621514,0.2184087363494539,2.104839588838252,1.587283433309704,3.956435668280534,33
1095220.0,7/21/2023,20.5,101.0,,8.593064326976855,,7.741035856573705,0.2808112324492979,1.0949607912908492,5.624397469119033,5.004789281836826,44
1095220.0,7/22/2023,20.0,74.0,,7.710126290021046,,7.561752988047809,0.1404056162246489,0.2120227543350408,9.154050285279787,5.896310109593186,54
1095220.0,7/23/2023,20.4,78.0,,8.043752229013043,,7.705179282868525,0.1612064482579303,0.5456486933270375,7.820339780330373,5.582661472254598,51
1095220.0,7/24/2023,20.7,91.0,,9.222787610618358,,7.812749003984064,0.2288091523660946,1.7246840749323529,3.1070016061311083,4.301409789849514,37
1095220.0,7/25/2023,21.0,103.0,,7.127978382542925,,7.920318725099602,0.2912116484659386,0.3701251531430802,8.52201660473002,5.912487525955818,55
1095220.0,7/26/2023,21.4,110.0,,8.015586935470962,,8.063745019920319,0.3276131045241809,0.5174833997849566,7.932933986840672,5.816047034641524,54
1095220.0,7/27/2023,21.8,117.0,,8.064535669713354,,8.207171314741036,0.3640145605824232,0.566432134027349,7.737255433607369,5.832007704657528,54
1095220.0,7/28/2023,22.5,111.0,,7.111032781206967,,8.458167330677291,0.3328133125325013,0.3870707544790379,8.454274490364645,6.135525371118025,57
1095220.0,7/29/2023,22.8,122.0,,7.278244573549767,,8.56573705179283,0.3900156006240249,0.2198589621362385,9.122724085959074,6.388955789792099,60
1095220.0,7/30/2023,21.3,102.0,,7.096668643153554,,8.02788844621514,0.2860114404576183,0.4014348925324515,8.396852091272226,5.921341771729303,55
1095220.0,7/31/2023,20.0,102.0,,8.141512693015052,,7.561752988047809,0.2860114404576183,0.6434091573290468,7.429530366043982,5.445191796735234,49
1095220.0,8/1/2023,19.8,111.0,,7.442713495831236,,7.490039840637451,0.3328133125325013,0.0553900398547693,9.780208722936797,6.09945194183585,57
1095220.0,8/2/2023,18.8,122.0,,9.046307480904558,,7.131474103585658,0.3900156006240249,1.5482039452185523,3.8125025141998217,4.257065505772096,36
1095220.0,8/3/2023,18.5,130.0,,7.686708760362345,,7.02390438247012,0.4316172646905876,0.1886052246763396,9.247664724852855,5.775753875213892,53
1095220.0,8/4/2023,18.9,137.0,,7.1277104503558615,,7.1673306772908365,0.46801872074883,0.3703930853301438,8.520945513034992,5.6399886427771655,52
1095220.0,8/5/2023,19.6,143.0,,6.806860480877343,,7.418326693227092,0.4992199687987519,0.6912430548086625,7.238308509152431,5.390005290797664,49
1095220.0,8/6/2023,19.8,149.0,,7.814871993746616,,7.490039840637451,0.5304212168486739,0.3167684580606105,8.735316520665453,5.857370713848659,54
1095220.0,8/7/2023,19.2,156.0,,7.537341475033812,,7.274900398406374,0.5668226729069162,0.0392379393478066,9.844778720666056,6.092557711766439,57
1095220.0,8/8/2023,19.7,154.0,,7.214414139129771,,7.4541832669322705,0.5564222568902756,0.2836893965562339,8.86755411572641,5.887214649432884,54
1095220.0,8/9/2023,20.6,147.0,,6.351916416198613,,7.776892430278885,0.5200208008320333,1.1461871194873927,5.4196139554266045,5.029992400479133,45
1095220.0,8/10/2023,20.4,154.0,,7.329161733064318,,7.705179282868525,0.5564222568902756,0.1689418026216875,9.326271660023364,6.125846526061837,57
1095220.0,8/11/2023,20.3,137.0,,8.132570913655831,,7.669322709163347,0.46801872074883,0.634467377969826,7.465276222916996,5.55350828783167,51
1095220.0,8/12/2023,20.2,138.0,,8.669229577169757,,7.633466135458168,0.4732189287571502,1.1711260414837517,5.319917563865588,4.926667341659998,44
1095220.0,8/13/2023,20.8,149.0,,8.08184518525178,,7.848605577689243,0.5304212168486739,0.5837416495657743,7.668058527698513,5.706110888880302,52
1095220.0,8/14/2023,21.3,154.0,,6.072133446113803,,8.02788844621514,0.5564222568902756,1.4259700895722025,4.301147305514799,4.828400637636511,43
1095220.0,8/15/2023,20.6,150.0,,6.450624004590143,,7.776892430278885,0.5356214248569943,1.0474795310958624,5.814209615325715,5.147191338743154,46
1095220.0,8/16/2023,19.6,126.0,,6.80517872555096,,7.418326693227092,0.4108164326573063,0.6929248101350458,7.23158548649919,5.362826273999182,48
1095220.0,8/17/2023,19.5,128.0,,6.555619086430535,,7.382470119521913,0.421216848673947,0.9424844492554704,6.2339402994615,5.065389236405234,45
1095220.0,8/18/2023,19.9,126.0,,9.31545395392816,,7.525896414342629,0.4108164326573063,1.817350418242156,2.7365565624964807,4.124633604762209,35
1095220.0,8/19/2023,19.3,113.0,,6.088709651890261,,7.310756972111554,0.343213728549142,1.4093938837957447,4.3674127159414,4.479074829330822,39
1095220.0,8/20/2023,19.0,121.0,,8.439955120768225,,7.203187250996016,0.3848153926157046,0.9418515850822198,6.236470251414938,4.9788761487213335,44
1095220.0,8/21/2023,19.7,132.0,,7.199223007575707,,7.4541832669322705,0.4420176807072282,0.2988805281102982,8.806825708945635,5.837176654300363,54
1095220.0,8/22/2023,19.9,140.0,,8.32447370916896,,7.525896414342629,0.483619344773791,0.826370173482954,6.698121321597532,5.277310082252933,48
1095220.0,8/23/2023,19.1,150.0,,6.789494993134131,,7.239043824701196,0.5356214248569943,0.7086085425518744,7.168887847507632,5.303735716976121,48
1095220.0,8/24/2023,18.5,159.0,,8.247715865480803,,7.02390438247012,0.5824232969318772,0.7496123297947976,7.004970191842646,5.1780714464227735,46
1095220.0,8/25/2023,18.1,135.0,,7.0746022771326444,,6.880478087649403,0.4576183047321892,0.4235012585533608,8.308639093634618,5.453421294240261,49
1095220.0,8/26/2023,19.0,93.0,,8.246268321505077,,7.203187250996016,0.2392095683827353,0.7481647858190721,7.010756925969599,5.1584992488132455,46
1095220.0,8/27/2023,19.7,103.0,,9.920439436463072,,7.4541832669322705,0.2912116484659386,2.4223359007770666,0.3180530857087884,3.368725609878038,26
1095220.0,8/28/2023,19.7,114.0,,7.174050972071287,,7.4541832669322705,0.3484139365574623,0.3240525636147184,8.70619741761841,5.781681787021222,53
1095220.0,8/29/2023,20.0,124.0,,9.828603718086544,,7.561752988047809,0.4004160166406656,2.330500182400539,0.6851776045588931,3.5509208866489352,28
1095220.0,8/30/2023,20.3,128.0,,7.703454091095386,,7.669322709163347,0.421216848673947,0.2053505554093808,9.180723216722564,6.030264036897581,56
1095220.0,8/31/2023,19.6,117.0,,8.005554901886901,,7.418326693227092,0.3640145605824232,0.5074513662008959,7.973038268352751,5.561297962507375,51
1095220.0,9/1/2023,18.3,126.0,,8.107726297380102,,6.952191235059761,0.4108164326573063,0.609622761694097,7.56459561582299,5.258199686019982,47
1095220.0,9/2/2023,17.7,133.0,,7.281773435310727,,6.7370517928286855,0.4472178887155486,0.216330100375278,9.13683114254864,5.625607634430634,51
1095220.0,9/3/2023,18.7,140.0,,7.738263624420012,,7.095617529880478,0.483619344773791,0.2401600887340063,9.041567848864451,5.76246099670256,53
1095220.0,9/4/2023,19.7,147.0,,7.894523940224794,,7.4541832669322705,0.5200208008320333,0.3964204045387891,8.416898120469767,5.748055377628631,53
1095220.0,9/5/2023,20.6,155.0,,8.340165863029798,,7.776892430278885,0.5616224648985959,0.8420623273437924,6.635390016853314,5.389243179191498,49
1095220.0,9/6/2023,21.3,161.0,,9.918273180722649,,8.02788844621514,0.592823712948518,2.4201696450366432,0.3267129580380761,3.703248382945516,30
1095220.0,9/7/2023,21.8,167.0,,7.045675581273215,,8.207171314741036,0.62402496099844,0.4524279544127907,8.19300108821525,6.036509434664357,56
1095220.0,9/8/2023,21.3,181.0,,7.316354216077541,,8.02788844621514,0.6968278731149246,0.181749319608464,9.275072044072664,6.289637881860086,59
1095220.0,9/9/2023,21.3,161.0,,6.31474362481059,,8.02788844621514,0.592823712948518,1.1833599108754154,5.2710111743530135,5.115905016178355,46
1095220.0,9/10/2023,21.0,167.0,,7.458918579428426,,7.920318725099602,0.62402496099844,0.0391849562575794,9.844990527050877,6.385569593056777,60
1095220.0,9/11/2023,20.9,161.0,,6.175979888358867,,7.884462151394421,0.592823712948518,1.322123647327138,4.716286162350471,4.895943743540178,43
1095220.0,9/12/2023,20.3,50.0,,7.80838524790604,,7.669322709163347,0.0156006240249609,0.3102817122200347,8.761248080713369,5.7945236481381,53
1095220.0,9/13/2023,20.1,63.0,,7.415172996615577,,7.597609561752988,0.0832033281331253,0.0829305390704284,9.67011220818002,6.04277996541218,56
1095220.0,9/14/2023,19.4,73.0,,6.973167685940231,,7.346613545816733,0.1352054082163286,0.5249358497457743,7.903141906433546,5.445219323821421,49
1095220.0,9/15/2023,18.0,81.0,,6.633743715978571,,6.844621513944223,0.1768070722828913,0.8643598197074347,6.546253063385999,4.854283544738636,43
1095220.0,9/16/2023,16.9,89.0,,8.210996131323414,,6.45019920318725,0.2184087363494539,0.7128925956374088,7.15176182121243,4.870134103526503,43
1095220.0,9/17/2023,16.5,96.0,,6.889743373074874,,6.306772908366535,0.2548101924076963,0.608360162611131,7.569643010116068,4.938460732878163,44
1095220.0,9/18/2023,16.9,104.0,,7.457189178465704,,6.45019920318725,0.296411856474259,0.0409143572203012,9.838077035137688,5.659939341826521,52
1095220.0,9/19/2023,16.8,84.0,,7.0094043797550185,,6.414342629482072,0.1924076963078523,0.4886991559309868,8.048002522941475,5.103406903849268,46
1095220.0,9/20/2023,16.6,85.0,,7.672410624417984,,6.342629482071714,0.1976079043161726,0.1743070887319788,9.304823272440029,5.433250114246793,49
1095220.0,9/21/2023,16.0,93.0,,6.839665153861144,,6.127490039840638,0.2392095683827353,0.6584383818248618,7.369449202535313,4.7999696659082876,42
1095220.0,9/22/2023,15.6,100.0,,7.932504711428411,,5.98406374501992,0.2756110244409776,0.4344011757424058,8.265065341239854,5.00479199520306,44
1095220.0,9/23/2023,14.9,106.0,,7.243197577802164,,5.733067729083665,0.3068122724908996,0.2549059578838415,8.982619433015357,5.111152371180501,46
1095220.0,9/24/2023,14.4,110.0,,8.821908790020002,,5.553784860557769,0.3276131045241809,1.3238052543339969,4.709563732622675,3.8193868937095745,31
1095220.0,9/25/2023,14.3,106.0,,7.974752912095249,,5.517928286852589,0.3068122724908996,0.4766493764092434,8.096172990678575,4.765679340985246,42
1095220.0,9/26/2023,13.9,93.0,,8.792168158920521,,5.374501992031872,0.2392095683827353,1.294064623234516,4.82845554373618,3.75126231433335,31
1095220.0,9/27/2023,13.2,96.0,,7.419031142855062,,5.123505976095617,0.2548101924076963,0.0790723928309429,9.68553561975521,5.0358870789446675,45
1095220.0,9/28/2023,13.3,102.0,,7.531958217260412,,5.159362549800797,0.2860114404576183,0.0338546815744065,9.866298952171215,5.111815490665723,46
1095220.0,9/29/2023,13.0,106.0,,7.558720589943235,,5.051792828685259,0.3068122724908996,0.0606170542572295,9.75931309342086,5.041089888268472,45
1095220.0,9/30/2023,12.8,72.0,,7.408126556283565,,4.980079681274901,0.1300052002080083,0.0899769794024401,9.64194320093287,4.926305120872351,44
1095220.0,10/1/2023,13.5,78.0,,8.25210175963443,,5.231075697211155,0.1612064482579303,0.7539982239484244,6.98743704341911,4.28435915356965,36
1095220.0,10/2/2023,14.6,88.0,,8.201790439873548,,5.625498007968128,0.2132085283411336,0.7036869041875429,7.188562698953246,4.525719496927593,39
1095220.0,10/3/2023,14.6,97.0,,8.279972533975416,,5.625498007968128,0.2600104004160166,0.7818689982894105,6.87602021344493,4.449793607375183,38
