site_no,Date,Mean Water Temp (C),Mean Specific Conductance,Turbidity (FNU),pH,normalized_turbidity,normalized_water_temp,normalized_specific_conductance,distance_from_mean,normalized_pH
1095220,5/16/2023,15.4,170.0,,8.327976453902663,,5.912350597609562,0.6396255850234009,0.8298729182166573,6.68411867101943
1095220,5/17/2023,14.8,174.0,,6.547360268838026,,5.697211155378486,0.6604264170566823,0.9507432668479794,6.20092466580043
1095220,5/18/2023,13.8,180.0,,8.717179543111456,,5.338645418326694,0.6916276651066043,1.2190760074254507,5.128231709097728
1095220,5/19/2023,14.2,181.0,,6.862717799095159,,5.48207171314741,0.6968278731149246,0.6353857365908464,7.461604971982892
1095220,5/20/2023,13.9,183.0,,7.541122032955893,,5.374501992031872,0.7072282891315652,0.04301849726988749,9.829665477881386
1095220,5/21/2023,15.2,128.0,,7.615786588428533,,5.840637450199203,0.421216848673947,0.1176830527425281,9.531184783358327
1095220,5/22/2023,16.2,120.0,,8.334617234318738,,6.199203187250996,0.37961518460738425,0.8365136986327331,6.657571338912273
1095220,5/23/2023,16.3,127.0,,7.863761186596206,,6.235059760956176,0.4160166406656266,0.36565765091020097,8.539875991433819
1095220,5/24/2023,16.2,134.0,,8.352023823982838,,6.199203187250996,0.45241809672386896,0.8539202882968331,6.587986367310556
1095220,5/25/2023,16.1,137.0,,6.6078412541301,,6.1633466135458175,0.46801872074883,0.8902622815559056,6.442704803392385
1095220,5/26/2023,15.6,142.0,,8.089211884705687,,5.98406374501992,0.49401976079043164,0.5911083490196818,7.6386092454329715
1095220,5/27/2023,16.1,148.0,,7.4036903830740135,,6.1633466135458175,0.5252210088403536,0.09441315261199179,9.62420905583243
1095220,5/28/2023,17.7,149.0,,9.225791407787026,,6.7370517928286855,0.5304212168486739,1.7276878721010211,3.094993559482533
1095220,5/29/2023,18.3,167.0,,7.2067514483448845,,6.952191235059761,0.62402496099844,0.29135208734112084,8.836921571905446
1095220,5/30/2023,17.3,178.0,,5.841074506547878,,6.5936254980079685,0.6812272490899636,1.657029029138127,3.3774609282126464
1095220,5/31/2023,17.6,187.0,,8.07739831865496,,6.701195219123507,0.7280291211648465,0.5792947829689554,7.685835420922718
1095220,6/1/2023,18.9,193.0,,7.360867533810069,,7.1673306772908365,0.7592303692147685,0.13723600187593643,9.453019477205096
1095220,6/2/2023,19.8,203.0,,8.661742347359667,,7.490039840637451,0.8112324492979719,1.1636388116736613,5.349848680974943
1095220,6/3/2023,17.3,202.0,,8.805093742871733,,6.5936254980079685,0.8060322412896516,1.306990207185728,4.776783940651534
1095220,6/4/2023,15.1,190.0,,7.868949168640058,,5.804780876494023,0.7436297451898076,0.3708456329540528,8.519136398546408
1095220,6/5/2023,14.9,188.0,,7.612452252337892,,5.733067729083665,0.7332293291731669,0.11434871665188684,9.54451419978367
1095220,6/6/2023,15.3,187.0,,9.353064195013586,,5.8764940239043835,0.7280291211648465,1.8549606593275803,2.5862050227425106
1095220,6/7/2023,15.1,186.0,,5.607263569279694,,5.804780876494023,0.7228289131565263,1.8908399664063111,2.442773103432552
1095220,6/8/2023,14.7,181.0,,8.109299227957104,,5.661354581673306,0.6968278731149246,0.6111956922710986,7.558307633418379
1095220,6/9/2023,14.5,182.0,,6.506091111259688,,5.589641434262948,0.7020280811232449,0.9920124244263171,6.035946159755784
1095220,6/10/2023,14.9,176.0,,6.663697967159425,,5.733067729083665,0.6708268330733229,0.8344055685265799,6.665998846907819
1095220,6/11/2023,16.2,173.0,,8.36784613729248,,6.199203187250996,0.6552262090483619,0.8697426016064744,6.52473473424681
1095220,6/12/2023,17.9,175.0,,6.8299207913672,,6.808764940239044,0.6656266250650027,0.6681827443188055,7.330494921397959
1095220,6/13/2023,19.2,179.0,,8.529250540665576,,7.274900398406374,0.686427457098284,1.0311470049795703,5.879500886500471
1095220,6/14/2023,19.2,173.0,,7.089813146152851,,7.274900398406374,0.6552262090483619,0.4082903895331542,8.369446403350864
1095220,6/15/2023,18.2,144.0,,8.289528779614965,,6.916334661354582,0.5044201768070723,0.79142524392896,6.837817952446122
1095220,6/16/2023,18.9,142.0,,6.083881696488595,,7.1673306772908365,0.49401976079043164,1.4142218391974106,4.348112373599663
1095220,6/17/2023,18.3,145.0,,7.479629179312736,,6.952191235059761,0.5096203848153926,0.018474356373268996,9.927783683701001
1095220,6/18/2023,17.3,123.0,,7.532673896001359,,6.5936254980079685,0.3952158086323453,0.03457036031535399,9.863437938852364
1095220,6/19/2023,17.5,126.0,,7.6973258505892375,,6.665338645418327,0.4108164326573063,0.19922231490323217,9.205221607838679
1095220,6/20/2023,17.6,135.0,,6.670438232277665,,6.701195219123507,0.45761830473218923,0.8276653034083399,6.692943881282249
1095220,6/21/2023,17.9,141.0,,7.970254975906804,,6.808764940239044,0.48881955278211126,0.4721514402207987,8.114154040842857
1095220,6/22/2023,18.3,130.0,,7.805616583399394,,6.952191235059761,0.4316172646905876,0.30751304771338894,8.772316155780764
1095220,6/23/2023,19.3,135.0,,7.3040611417669155,,7.310756972111554,0.45761830473218923,0.19404239391908984,9.225928975653758
1095220,6/24/2023,19.9,149.0,,7.22335594315428,,7.525896414342629,0.5304212168486739,0.27474759253172554,8.903300071201928
1095220,6/25/2023,20.8,134.0,,7.6278556529429675,,7.848605577689243,0.45241809672386896,0.12975211725696223,9.482937221503734
1095220,6/26/2023,21.5,146.0,,9.9735111292717,,8.099601593625497,0.514820592823713,2.475407593585694,0.10589250122853677
1095220,6/27/2023,21.0,125.0,,7.620586743721538,,7.920318725099602,0.40561622464898595,0.1224832080355327,9.511995575351865
1095220,6/28/2023,20.5,109.0,,6.476512160637611,,7.741035856573705,0.32241289651586064,1.021591375048394,5.917700686129734
1095220,6/29/2023,20.1,96.0,,8.285562931555956,,7.597609561752988,0.2548101924076963,0.7874593958699512,6.853671915220462
1095220,6/30/2023,20.7,102.0,,6.1594628232275355,,7.812749003984064,0.2860114404576183,1.3386407124584698,4.650257173887678
1095220,7/1/2023,21.4,113.0,,5.976214360991861,,8.063745019920319,0.343213728549142,1.5218891746941443,3.917699028564906
1095220,7/2/2023,20.3,115.0,,7.955972560114161,,7.669322709163347,0.3536141445657826,0.457869024428156,8.171249745200425
1095220,7/3/2023,18.7,78.0,,8.168280209739079,,7.095617529880478,0.16120644825793032,0.6701766740530735,7.3225239433596245
1095220,7/4/2023,19.5,81.0,,7.764021835351707,,7.382470119521913,0.1768070722828913,0.26591829966570213,8.93859624955745
1095220,7/5/2023,20.2,71.0,,7.971134733169022,,7.633466135458168,0.12480499219968799,0.47303119748301636,8.11063710356283
1095220,7/6/2023,21.9,79.0,,6.03053865255648,,8.243027888446214,0.16640665626625067,1.4675648831295254,4.134867029807775
1095220,7/7/2023,22.9,91.0,,8.93103678721296,,8.601593625498008,0.22880915236609461,1.432933251526955,4.273311213768526
1095220,7/8/2023,23.3,102.0,,7.277273197104187,,8.745019920318725,0.2860114404576183,0.220830338581818,9.118840889785407
1095220,7/9/2023,23.2,111.0,,5.145827549905287,,8.709163346613545,0.33281331253250135,2.352275985780718,0.5981261666233237
1095220,7/10/2023,21.7,113.0,,8.348204364097525,,8.171314741035857,0.343213728549142,0.8501008284115192,6.603255125452286
1095220,7/11/2023,20.6,83.0,,6.848648387027443,,7.776892430278885,0.187207488299532,0.6494551486585625,7.405360776073337
1095220,7/12/2023,21.8,89.0,,8.190902253886032,,8.207171314741036,0.21840873634945399,0.6927987182000264,7.232089554434774
1095220,7/13/2023,22.2,101.0,,7.881102555808349,,8.350597609561753,0.28081123244929795,0.38299902012234366,8.470551746567487
1095220,7/14/2023,21.6,103.0,,6.23236494447258,,8.135458167330679,0.2912116484659386,1.2657385912134256,4.941692321980118
1095220,7/15/2023,21.6,97.0,,8.735824621281802,,8.135458167330679,0.26001040041601664,1.2377210855957967,5.053695728182916
1095220,7/16/2023,21.6,92.0,,6.943751519434491,,8.135458167330679,0.234009360374415,0.5543520162515145,7.785547182226601
1095220,7/17/2023,21.7,63.0,,6.678812116374491,,8.171314741035857,0.08320332813312534,0.8192914193115142,6.726419507370882
1095220,7/18/2023,22.3,78.0,,7.539765179547257,,8.386454183266933,0.16120644825793032,0.04166164386125182,9.835089665371848
1095220,7/19/2023,21.8,83.0,,7.617893389694694,,8.207171314741036,0.187207488299532,0.11978985400868858,9.522762587563214
1095220,7/20/2023,21.3,89.0,,9.602943124524257,,8.02788844621514,0.21840873634945399,2.104839588838252,1.587283433309704
1095220,7/21/2023,20.5,101.0,,8.593064326976855,,7.741035856573705,0.28081123244929795,1.0949607912908492,5.624397469119033
1095220,7/22/2023,20.0,74.0,,7.710126290021046,,7.561752988047809,0.14040561622464898,0.2120227543350408,9.154050285279789
1095220,7/23/2023,20.4,78.0,,8.043752229013043,,7.705179282868525,0.16120644825793032,0.5456486933270375,7.820339780330373
1095220,7/24/2023,20.7,91.0,,9.222787610618358,,7.812749003984064,0.22880915236609461,1.7246840749323527,3.1070016061311083
1095220,7/25/2023,21.0,103.0,,7.127978382542925,,7.920318725099602,0.2912116484659386,0.37012515314308025,8.52201660473002
1095220,7/26/2023,21.4,110.0,,8.015586935470962,,8.063745019920319,0.32761310452418096,0.5174833997849566,7.932933986840672
1095220,7/27/2023,21.8,117.0,,8.064535669713354,,8.207171314741036,0.36401456058242326,0.566432134027349,7.737255433607369
1095220,7/28/2023,22.5,111.0,,7.111032781206967,,8.458167330677291,0.33281331253250135,0.38707075447903794,8.454274490364645
1095220,7/29/2023,22.8,122.0,,7.278244573549767,,8.56573705179283,0.39001560062402496,0.21985896213623857,9.122724085959074
1095220,7/30/2023,21.3,102.0,,7.096668643153554,,8.02788844621514,0.2860114404576183,0.40143489253245157,8.396852091272226
1095220,7/31/2023,20.0,102.0,,8.141512693015052,,7.561752988047809,0.2860114404576183,0.6434091573290468,7.429530366043982
1095220,8/1/2023,19.8,111.0,,7.442713495831236,,7.490039840637451,0.33281331253250135,0.05539003985476931,9.780208722936797
1095220,8/2/2023,18.8,122.0,,9.046307480904558,,7.131474103585658,0.39001560062402496,1.5482039452185523,3.8125025141998217
1095220,8/3/2023,18.5,130.0,,7.686708760362345,,7.0239043824701195,0.4316172646905876,0.18860522467633967,9.247664724852857
1095220,8/4/2023,18.9,137.0,,7.1277104503558615,,7.1673306772908365,0.46801872074883,0.3703930853301438,8.520945513034992
1095220,8/5/2023,19.6,143.0,,6.806860480877343,,7.418326693227092,0.49921996879875197,0.6912430548086625,7.238308509152431
1095220,8/6/2023,19.8,149.0,,7.814871993746616,,7.490039840637451,0.5304212168486739,0.3167684580606105,8.735316520665453
1095220,8/7/2023,19.2,156.0,,7.537341475033812,,7.274900398406374,0.5668226729069162,0.039237939347806616,9.844778720666055
1095220,8/8/2023,19.7,154.0,,7.214414139129771,,7.4541832669322705,0.5564222568902756,0.28368939655623393,8.86755411572641
1095220,8/9/2023,20.6,147.0,,6.351916416198613,,7.776892430278885,0.5200208008320333,1.1461871194873927,5.4196139554266045
1095220,8/10/2023,20.4,154.0,,7.329161733064318,,7.705179282868525,0.5564222568902756,0.16894180262168756,9.326271660023364
1095220,8/11/2023,20.3,137.0,,8.132570913655831,,7.669322709163347,0.46801872074883,0.634467377969826,7.465276222916996
1095220,8/12/2023,20.2,138.0,,8.669229577169757,,7.633466135458168,0.47321892875715027,1.1711260414837517,5.319917563865588
1095220,8/13/2023,20.8,149.0,,8.08184518525178,,7.848605577689243,0.5304212168486739,0.5837416495657743,7.668058527698513
1095220,8/14/2023,21.3,154.0,,6.072133446113803,,8.02788844621514,0.5564222568902756,1.4259700895722025,4.301147305514799
1095220,8/15/2023,20.6,150.0,,6.450624004590143,,7.776892430278885,0.5356214248569943,1.0474795310958624,5.814209615325715
1095220,8/16/2023,19.6,126.0,,6.8051787255509595,,7.418326693227092,0.4108164326573063,0.6929248101350458,7.23158548649919
1095220,8/17/2023,19.5,128.0,,6.555619086430535,,7.382470119521913,0.421216848673947,0.9424844492554705,6.2339402994615
1095220,8/18/2023,19.9,126.0,,9.315453953928161,,7.525896414342629,0.4108164326573063,1.8173504182421558,2.7365565624964807
1095220,8/19/2023,19.3,113.0,,6.088709651890261,,7.310756972111554,0.343213728549142,1.4093938837957447,4.3674127159414
1095220,8/20/2023,19.0,121.0,,8.439955120768225,,7.203187250996016,0.38481539261570463,0.9418515850822198,6.236470251414938
1095220,8/21/2023,19.7,132.0,,7.199223007575707,,7.4541832669322705,0.44201768070722824,0.2988805281102982,8.806825708945635
1095220,8/22/2023,19.9,140.0,,8.32447370916896,,7.525896414342629,0.483619344773791,0.826370173482954,6.698121321597532
1095220,8/23/2023,19.1,150.0,,6.789494993134131,,7.239043824701196,0.5356214248569943,0.7086085425518744,7.168887847507632
1095220,8/24/2023,18.5,159.0,,8.247715865480803,,7.0239043824701195,0.5824232969318772,0.7496123297947976,7.004970191842646
1095220,8/25/2023,18.1,135.0,,7.0746022771326444,,6.880478087649403,0.45761830473218923,0.42350125855336085,8.308639093634618
1095220,8/26/2023,19.0,93.0,,8.246268321505077,,7.203187250996016,0.2392095683827353,0.7481647858190721,7.0107569259695985
1095220,8/27/2023,19.7,103.0,,9.920439436463072,,7.4541832669322705,0.2912116484659386,2.4223359007770666,0.31805308570878843
1095220,8/28/2023,19.7,114.0,,7.174050972071287,,7.4541832669322705,0.3484139365574623,0.32405256361471846,8.70619741761841
1095220,8/29/2023,20.0,124.0,,9.828603718086544,,7.561752988047809,0.4004160166406656,2.330500182400539,0.6851776045588931
1095220,8/30/2023,20.3,128.0,,7.703454091095386,,7.669322709163347,0.421216848673947,0.20535055540938085,9.180723216722564
1095220,8/31/2023,19.6,117.0,,8.005554901886901,,7.418326693227092,0.36401456058242326,0.5074513662008959,7.973038268352751
1095220,9/1/2023,18.3,126.0,,8.107726297380102,,6.952191235059761,0.4108164326573063,0.609622761694097,7.56459561582299
1095220,9/2/2023,17.7,133.0,,7.281773435310727,,6.7370517928286855,0.44721788871554863,0.216330100375278,9.13683114254864
1095220,9/3/2023,18.7,140.0,,7.738263624420012,,7.095617529880478,0.483619344773791,0.2401600887340063,9.041567848864451
1095220,9/4/2023,19.7,147.0,,7.894523940224794,,7.4541832669322705,0.5200208008320333,0.39642040453878913,8.416898120469767
1095220,9/5/2023,20.6,155.0,,8.340165863029798,,7.776892430278885,0.5616224648985959,0.8420623273437924,6.635390016853314
1095220,9/6/2023,21.3,161.0,,9.918273180722649,,8.02788844621514,0.592823712948518,2.4201696450366432,0.3267129580380761
1095220,9/7/2023,21.8,167.0,,7.045675581273215,,8.207171314741036,0.62402496099844,0.4524279544127907,8.19300108821525
1095220,9/8/2023,21.3,181.0,,7.316354216077541,,8.02788844621514,0.6968278731149246,0.18174931960846408,9.275072044072665
1095220,9/9/2023,21.3,161.0,,6.31474362481059,,8.02788844621514,0.592823712948518,1.1833599108754154,5.2710111743530135
1095220,9/10/2023,21.0,167.0,,7.458918579428426,,7.920318725099602,0.62402496099844,0.03918495625757945,9.844990527050877
1095220,9/11/2023,20.9,161.0,,6.175979888358867,,7.8844621513944215,0.592823712948518,1.322123647327138,4.716286162350471
1095220,9/12/2023,20.3,50.0,,7.80838524790604,,7.669322709163347,0.015600624024960999,0.31028171222003476,8.761248080713369
1095220,9/13/2023,20.1,63.0,,7.415172996615577,,7.597609561752988,0.08320332813312534,0.08293053907042847,9.67011220818002
1095220,9/14/2023,19.4,73.0,,6.973167685940231,,7.346613545816733,0.13520540821632865,0.5249358497457743,7.903141906433546
1095220,9/15/2023,18.0,81.0,,6.633743715978571,,6.844621513944223,0.1768070722828913,0.8643598197074347,6.546253063385999
1095220,9/16/2023,16.9,89.0,,8.210996131323414,,6.45019920318725,0.21840873634945399,0.7128925956374088,7.15176182121243
1095220,9/17/2023,16.5,96.0,,6.889743373074874,,6.3067729083665345,0.2548101924076963,0.608360162611131,7.569643010116068
1095220,9/18/2023,16.9,104.0,,7.457189178465704,,6.45019920318725,0.296411856474259,0.040914357220301234,9.838077035137687
1095220,9/19/2023,16.8,84.0,,7.0094043797550185,,6.414342629482072,0.19240769630785232,0.4886991559309868,8.048002522941475
1095220,9/20/2023,16.6,85.0,,7.672410624417984,,6.342629482071714,0.19760790431617264,0.17430708873197887,9.304823272440029
1095220,9/21/2023,16.0,93.0,,6.8396651538611435,,6.127490039840638,0.2392095683827353,0.6584383818248618,7.369449202535313
1095220,9/22/2023,15.6,100.0,,7.932504711428411,,5.98406374501992,0.2756110244409776,0.4344011757424058,8.265065341239854
1095220,9/23/2023,14.9,106.0,,7.243197577802164,,5.733067729083665,0.3068122724908996,0.2549059578838415,8.982619433015357
1095220,9/24/2023,14.4,110.0,,8.821908790020002,,5.553784860557769,0.32761310452418096,1.3238052543339967,4.709563732622675
1095220,9/25/2023,14.3,106.0,,7.974752912095249,,5.517928286852589,0.3068122724908996,0.47664937640924343,8.096172990678575
1095220,9/26/2023,13.9,93.0,,8.792168158920521,,5.374501992031872,0.2392095683827353,1.294064623234516,4.82845554373618
1095220,9/27/2023,13.2,96.0,,7.419031142855062,,5.123505976095617,0.2548101924076963,0.07907239283094292,9.68553561975521
1095220,9/28/2023,13.3,102.0,,7.531958217260412,,5.159362549800797,0.2860114404576183,0.03385468157440652,9.866298952171215
1095220,9/29/2023,13.0,106.0,,7.558720589943235,,5.051792828685259,0.3068122724908996,0.06061705425722952,9.759313093420861
1095220,9/30/2023,12.8,72.0,,7.408126556283565,,4.980079681274901,0.13000520020800832,0.0899769794024401,9.64194320093287
1095220,10/1/2023,13.5,78.0,,8.25210175963443,,5.231075697211155,0.16120644825793032,0.7539982239484244,6.98743704341911
1095220,10/2/2023,14.6,88.0,,8.201790439873548,,5.625498007968128,0.21320852834113363,0.7036869041875429,7.188562698953246
1095220,10/3/2023,14.6,97.0,,8.279972533975416,,5.625498007968128,0.26001040041601664,0.7818689982894105,6.87602021344493
1095220,10/4/2023,15.6,105.0,,6.671037489238067,,5.98406374501992,0.3016120644825793,0.8270660464479382,6.695339484291015
1095220,10/5/2023,16.6,110.0,,8.166561586654765,,6.342629482071714,0.32761310452418096,0.6684580509687601,7.329394349385375
1095220,10/6/2023,16.6,115.0,,8.991890337419628,,6.342629482071714,0.3536141445657826,1.4937868017336227,4.030041702353088
1095220,10/7/2023,16.7,106.0,,6.567517659428451,,6.378486055776891,0.3068122724908996,0.9305858762575543,6.281506300621886
1095220,10/8/2023,15.6,101.0,,8.278617306157027,,5.98406374501992,0.28081123244929795,0.7805137704710221,6.881437902439512
1095220,10/9/2023,13.6,103.0,,6.754558548766345,,5.266932270916334,0.2912116484659386,0.7435449869196606,7.029225137228935
1095220,10/10/2023,12.7,110.0,,6.8774816972828186,,4.944223107569721,0.32761310452418096,0.6206218384031867,7.520625461116255
1095220,10/11/2023,12.2,117.0,,8.744535899305236,,4.764940239043824,0.36401456058242326,1.2464323636192303,5.018871328597886
1095220,10/12/2023,12.6,123.0,,6.707250735466083,,4.908366533864542,0.3952158086323453,0.7908528002199224,6.840106366202386
1095220,10/13/2023,12.4,127.0,,7.275044475383884,,4.836653386454183,0.4160166406656266,0.22305906030212164,9.10993130205983
1095220,10/14/2023,11.8,131.0,,8.832859100989959,,4.621513944223108,0.43681747269890797,1.3347555653039533,4.665788524923837
1095220,10/15/2023,11.4,133.0,,6.077876649645613,,4.478087649402391,0.44721788871554863,1.4202268860403926,4.324106464222842
1095220,10/16/2023,11.4,130.0,,8.815081450902303,,4.478087649402391,0.4316172646905876,1.316977915216298,4.73685685596206
1095220,10/17/2023,11.3,125.0,,7.3788920948123415,,4.442231075697212,0.40561622464898595,0.11921144087366375,9.525074864830126
1095220,10/18/2023,11.4,125.0,,8.61148001719616,,4.478087649402391,0.40561622464898595,1.1133764815101541,5.550778494600476
1095220,10/19/2023,11.8,121.0,,7.942869625195796,,4.621513944223108,0.38481539261570463,0.44476608950979113,8.223630330472336
1095220,10/20/2023,12.1,120.0,,7.114319296192903,,4.729083665338646,0.37961518460738425,0.38378423949310214,8.467412736073776
1095375,4/4/2023,8.7,229.0,,7.149106830276735,,3.5099601593625493,0.9464378575143005,0.3489967054092702,8.60648015927556
1095375,4/5/2023,8.8,221.0,,10.0,,3.5458167330677295,0.9048361934477379,2.5018964643139947,0.0
1095375,4/6/2023,9.5,230.0,,9.568761431477547,,3.7968127490039842,0.9516380655226209,2.070657895791542,1.7239289328505762
1095375,4/7/2023,9.3,240.0,,7.691556139642268,,3.7250996015936257,1.0036401456058244,0.19345260395626251,9.228286733181585
1095375,4/8/2023,8.3,240.0,,7.563781266445246,,3.3665338645418323,1.0036401456058244,0.06567773075924066,9.739082420010767
1095375,4/9/2023,8.4,243.0,,8.686164861407136,,3.4023904382470116,1.0192407696307852,1.1880613257211303,5.252216693363915
1095375,4/10/2023,9.6,249.0,,8.746944314938755,,3.8326693227091626,1.0504420176807072,1.2488407792527498,5.009243392471533
1095375,4/11/2023,10.8,246.0,,7.616433015931105,,4.2629482071713145,1.0348413936557463,0.11832948024509982,9.52860061033667
1095375,4/12/2023,12.1,231.0,,6.8812865015835865,,4.729083665338646,0.9568382735309412,0.6168170341024188,7.535835631765885
1095375,4/13/2023,13.4,231.0,,9.268298057282031,,5.195219123505977,0.9568382735309412,1.770194521596026,2.92506802811355
1095375,4/14/2023,15.4,237.0,,9.74075984830257,,5.912350597609562,0.9880395215808633,2.242656312616565,1.0363442203210607
1095375,4/15/2023,15.7,237.0,,7.219907478443959,,6.019920318725099,0.9880395215808633,0.2781960572420461,8.889514411657595
1095375,4/16/2023,14.7,250.0,,6.913278590804051,,5.661354581673306,1.0556422256890277,0.5848249448819542,7.6637279221481265
1095375,4/17/2023,13.6,253.0,,8.642809010711487,,5.266932270916334,1.0712428497139885,1.1447054750254813,5.425537010418737
1095375,4/18/2023,12.2,251.0,,7.38762568944496,,4.764940239043824,1.0608424336973479,0.11047784624104562,9.559988477790455
1095375,4/19/2023,10.4,243.0,,6.706869688941757,,4.1195219123505975,1.0192407696307852,0.7912338467442481,6.838583086106411
1095375,4/20/2023,11.2,252.0,,9.20463516652664,,4.4063745019920315,1.0660426417056683,1.706531630840634,3.1795682220506594
1095375,4/21/2023,12.7,257.0,,7.400347860097405,,4.944223107569721,1.0920436817472698,0.09775567558860043,9.610846911328897
1095375,4/22/2023,11.8,255.0,,7.338199472624457,,4.621513944223108,1.0816432657306292,0.15990406306154803,9.362401129538755
